"","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
"268",24,91800,"RENT",4,"PERSONAL","C",23018.5761995656,13.43,"0",0.27,"Y",3
"269",25,92000,"RENT",6,"HOMEIMPROVEMENT","B",18049.9631566897,12.69,"0",0.27,"N",3
"270",24,92000,"RENT",1,"VENTURE","C",13139.1980056679,12.73,"0",0.27,"Y",4
"271",23,93600,"RENT",3,"VENTURE","D",21634.4538845957,15.21,"0",0.27,"N",4
"272",23,15000,"MORTGAGE",1,"MEDICAL","C",1750,12.68,"0",0.12,"Y",3
"273",23,70550,"RENT",3,"MEDICAL","F",15850.99832899,19.04,"1",0.3,"Y",4
"274",25,83800,"RENT",2,"DEBTCONSOLIDATION","D",18290.61294351,15.95,"1",0.3,"Y",3
"275",26,133845.965496293,"MORTGAGE",3,"VENTURE","A",2600,8.9,"0",0.01,"N",4
"276",25,197929.064388718,"MORTGAGE",10,"HOMEIMPROVEMENT","A",8000,7.9,"0",0.05,"N",2
"277",22,191555.445007012,"MORTGAGE",6,"EDUCATION","B",18000,19.3013658229467,"0",0.1,"N",2
"278",23,101638.764714927,"MORTGAGE",8,"PERSONAL","B",21000,11.99,"0",0.12,"N",3
"279",23,15000,"OWN",4,"DEBTCONSOLIDATION","C",4000,13.98,"1",0.27,"N",4
"280",23,15000,"OWN",4,"VENTURE","B",4600,10.99,"1",0.31,"N",2
"281",22,88000,"RENT",6,"DEBTCONSOLIDATION","D",10706.483453621,15.58,"1",0.28,"Y",2
"282",25,74800,"RENT",2,"MEDICAL","B",24899.5740896503,10.99,"1",0.28,"N",2
"283",25,88000,"RENT",0,"VENTURE","D",24098.3977097944,14.96,"1",0.28,"N",4
"284",25,15000,"OWN",2,"HOMEIMPROVEMENT","D",1750,15.31,"0",0.12,"Y",4
"285",26,88000,"RENT",2,"VENTURE","D",13266.1458588806,15.65,"1",0.28,"N",3
"286",25,1e+05,"RENT",1,"VENTURE","B",16099.1369624457,9.33,"0",0.25,"N",4
"287",23,15000,"MORTGAGE",0,"PERSONAL","C",3600,13.47,"1",0.24,"N",4
"288",24,102400,"RENT",8,"PERSONAL","B",29508.6023534936,10.36,"0",0.24,"N",3
"289",24,92000,"RENT",1,"HOMEIMPROVEMENT","E",14365.294666392,16.77,"1",0.27,"Y",4
"290",23,93000,"RENT",0,"DEBTCONSOLIDATION","D",5874.0937783072,14.59,"1",0.27,"Y",2
"291",22,92769.5809027568,"RENT",6,"VENTURE","C",3500,11.91,"0",0.02,"Y",2
"292",23,76131.3673061384,"MORTGAGE",3,"EDUCATION","A",7200,8.38,"0",0.04,"N",3
"293",25,136485.93987774,"RENT",9,"VENTURE","B",9000,10.59,"0",0.05,"N",3
"294",25,100531.053849211,"MORTGAGE",2,"DEBTCONSOLIDATION","C",8800,14.27,"0",0.05,"N",3
"295",26,160127.911237945,"RENT",8,"DEBTCONSOLIDATION","B",12000,12.53,"0",0.07,"N",4
"296",25,198614.620456957,"MORTGAGE",5,"DEBTCONSOLIDATION","E",4371.8261551352,16,"1",0.15,"Y",3
"297",26,40436.5407883342,"MORTGAGE",10,"VENTURE","B",10000,11.71,"0",0.06,"N",4
"298",21,15000,"OWN",0,"HOMEIMPROVEMENT","C",3175,11.54,"1",0.21,"Y",3
"299",25,96000,"RENT",2,"HOMEIMPROVEMENT","E",20240.2661776126,15.68,"1",0.26,"Y",4
"300",21,15120,"MORTGAGE",0,"EDUCATION","B",1500,10.59,"0",0.1,"N",2
"301",24,97908,"RENT",8,"HOMEIMPROVEMENT","D",19411.7603149035,12.61,"1",0.26,"Y",2
"302",26,110000,"RENT",3,"PERSONAL","C",11462.0574994203,21.76635438793,"0",0.23,"Y",2
"303",23,15204,"MORTGAGE",7,"PERSONAL","A",2800,8.49,"1",0.18,"N",3
"304",25,234564.095946363,"RENT",0,"PERSONAL","D",31016.5073297965,17.27,"1",0.19,"Y",4
"305",24,100905.604257945,"RENT",6,"DEBTCONSOLIDATION","A",18000,8.9,"0",0.1,"N",4
"306",25,216786.61887403,"MORTGAGE",3,"MEDICAL","B",10000,11.11,"0",0.06,"N",4
"307",24,270966.080588172,"RENT",0,"HOMEIMPROVEMENT","D",24018.996747457,14.59,"1",0.16,"Y",2
"308",26,210191.844590205,"RENT",0,"VENTURE","B",13000,12.42,"0",0.08,"N",3
"309",24,83300,"RENT",0,"MEDICAL","D",15049.4622961881,23.9367418789753,"1",0.26,"N",2
"310",24,110000,"RENT",7,"HOMEIMPROVEMENT","D",8902.42112743022,15.7,"0",0.23,"Y",2
"311",22,15360,"OWN",7,"HOMEIMPROVEMENT","B",2500,12.53,"1",0.16,"N",3
"312",25,134300,"RENT",3,"MEDICAL","D",5000,16.49,"1",0.03,"N",2
"313",25,203565.970251145,"MORTGAGE",2,"EDUCATION","A",20000,7.49,"0",0.12,"N",2
"314",22,100580,"RENT",6,"DEBTCONSOLIDATION","D",24498.1395140939,14.96,"1",0.25,"Y",2
"315",25,113000,"RENT",7,"MEDICAL","C",24755.7351138869,12.73,"0",0.22,"Y",4
"316",24,120000,"RENT",8,"EDUCATION","B",19081.8720579466,10.65,"0",0.21,"N",4
"317",25,120000,"RENT",6,"MEDICAL","B",27047.5809110648,10.74,"0",0.21,"N",2
"318",23,120000,"RENT",7,"EDUCATION","B",27571.9999511195,9.99,"0",0.21,"N",2
"319",24,91800,"RENT",5,"MEDICAL","D",15023.6095249613,15.33,"1",0.23,"Y",2
"320",21,15600,"OWN",5,"VENTURE","A",1000,7.29,"0",0.06,"N",4
"321",26,108000,"RENT",2,"PERSONAL","D",25116.5743116663,15.05,"1",0.23,"N",3
"322",26,129996,"RENT",6,"PERSONAL","B",28128.3574637687,10.75,"0",0.19,"N",3
"323",23,130000,"RENT",4,"EDUCATION","D",33299.2341497494,16.02,"0",0.19,"Y",2
"324",23,130000,"RENT",7,"VENTURE","B",11732.1956707306,11.49,"0",0.19,"N",4
"325",25,104469.149092513,"OWN",4,"EDUCATION","B",20000,12.53,"0",0.12,"N",4
"326",26,103642.163039045,"MORTGAGE",0,"VENTURE","C",12000,13.57,"0",0.07,"Y",2
"327",22,107580.387590692,"RENT",1,"PERSONAL","B",14000,11.14,"0",0.08,"N",3
"328",26,116668.257401882,"RENT",10,"MEDICAL","C",20549.5449572568,12.87,"0",0.14,"Y",3
"329",23,312764.984861632,"RENT",3,"EDUCATION","B",20000,11.58,"0",0.12,"N",3
"330",24,58274.6517553654,"RENT",5,"HOMEIMPROVEMENT","B",1800,11.12,"0",0.01,"N",3
"331",25,128727.58998892,"MORTGAGE",2,"PERSONAL","B",28587.8772390939,10.65,"0",0.21,"N",2
"332",24,133300,"RENT",6,"DEBTCONSOLIDATION","B",17441.4593853213,10.37,"0",0.19,"N",2
"333",24,15600,"OWN",5,"HOMEIMPROVEMENT","A",3300,6.39,"1",0.21,"N",4
"334",24,134000,"RENT",8,"PERSONAL","D",20338.7003990664,16.07,"0",0.19,"Y",3
"335",25,134000,"RENT",7,"MEDICAL","B",14926.9795061845,10.62,"0",0.19,"N",2
"336",25,15600,"OWN",0,"VENTURE","F",3200,18.09,"1",0.21,"N",2
"337",25,135000,"RENT",5,"EDUCATION","B",20495.7848595493,11.36,"0",0.19,"N",4
"338",26,135660,"RENT",10,"DEBTCONSOLIDATION","B",23372.117190838,12.53,"0",0.18,"N",4
"339",25,133823.835930641,"RENT",0,"EDUCATION","B",32300.7882183485,9.99,"0",0.17,"N",4
"340",23,58704.9602542106,"RENT",4,"EDUCATION","B",22473.1650410496,10.36,"0",0.17,"N",3
"341",23,62079.6777697668,"MORTGAGE",3,"EDUCATION","A",9600,5.99,"0",0.06,"N",3
"342",22,224569.626367342,"MORTGAGE",5,"DEBTCONSOLIDATION","D",8857.81639538686,15.62,"1",0.16,"Y",2
"343",24,194357.974239453,"MORTGAGE",5,"PERSONAL","B",20000,10.37,"0",0.12,"N",4
"344",25,106974.474030246,"MORTGAGE",0,"HOMEIMPROVEMENT","F",18686.6903957458,19.74,"0",0.15,"N",4
"345",21,189237.910699551,"MORTGAGE",5,"EDUCATION","A",20000,6.91,"0",0.12,"N",4
"346",23,16000,"OWN",7,"MEDICAL","A",6000,7.9,"1",0.38,"N",2
"347",23,16000,"MORTGAGE",3,"DEBTCONSOLIDATION","C",2275,13.06,"0",0.14,"Y",4
"348",23,16000,"OWN",7,"PERSONAL","A",2000,6.39,"0",0.13,"N",3
"349",23,51474.7581576643,"RENT",1,"DEBTCONSOLIDATION","E",17030.7539583241,14.93,"1",0.17,"N",3
"350",23,16000,"MORTGAGE",1,"MEDICAL","C",5600,12.84,"1",0.35,"N",4
"351",24,16020,"OWN",3,"VENTURE","E",3625,17.14,"1",0.23,"Y",2
"352",22,16094,"MORTGAGE",2,"VENTURE","A",5500,7.14,"1",0.34,"N",3
"353",25,191031.637410503,"RENT",2,"PERSONAL","A",25696.4760759908,8.9,"0",0.14,"N",2
"354",22,16200,"OWN",6,"PERSONAL","B",2000,12.42,"0",0.12,"N",3
"355",24,172089.175577233,"RENT",7,"HOMEIMPROVEMENT","C",18503.7765166978,12.68,"0",0.14,"Y",2
"356",25,54903.5545227668,"RENT",9,"PERSONAL","C",26983.1592385343,11.03,"0",0.15,"N",2
"357",26,204710.363717076,"RENT",10,"VENTURE","A",19152.0119577238,7.9,"0",0.19,"N",4
"358",22,249449.12589875,"MORTGAGE",0,"MEDICAL","B",18931.2563110318,10.65,"0",0.22,"N",4
"359",25,119680.159420246,"RENT",5,"VENTURE","B",17693.4754527466,11.86,"0",0.11,"N",4
"360",25,16400,"OWN",1,"PERSONAL","A",5000,8.94,"1",0.3,"N",4
"361",23,16500,"OWN",6,"VENTURE","B",4375,9.63,"1",0.27,"N",4
"362",25,49500,"RENT",6,"PERSONAL","C",18582.8909930855,14.22,"1",0.5,"N",3
"363",23,60000,"RENT",4,"DEBTCONSOLIDATION","B",-769.483402849477,9.33,"1",0.41,"N",3
"364",24,84200,"RENT",8,"MEDICAL","C",8030.2671605734,13.85,"0",0.29,"N",4
"365",22,16800,"MORTGAGE",5,"EDUCATION","B",2000,10.65,"0",0.12,"N",2
"366",24,92000,"RENT",8,"MEDICAL","B",18236.263271791,11.46,"0",0.27,"N",4
"367",23,119972.649963131,"MORTGAGE",5,"PERSONAL","A",17991.1798732112,7.66,"0",0.22,"N",2
"368",24,106151.911558484,"MORTGAGE",9,"VENTURE","E",12000,16.77,"0",0.07,"N",4
"369",25,162288.062319608,"MORTGAGE",1,"PERSONAL","B",12000,9.63,"0",0.07,"N",4
"370",26,146268.147249992,"RENT",6,"PERSONAL","C",24926.8038931491,12.23,"0",0.16,"Y",4
"371",25,125800,"MORTGAGE",0,"MEDICAL","D",10000,14.09,"1",0.07,"N",4
"372",25,54000,"RENT",2,"PERSONAL","C",26605.3123470443,13.98,"1",0.45,"N",4
"373",23,62500,"RENT",1,"EDUCATION","B",18781.6004663745,10.62,"1",0.39,"N",4
"374",25,68400,"RENT",9,"PERSONAL","E",10220.6765143593,17.56,"1",0.35,"N",4
"375",26,56045,"RENT",1,"MEDICAL","D",11435.8712902431,14.96,"1",0.37,"N",2
"376",22,74000,"RENT",7,"DEBTCONSOLIDATION","D",22248.1368979558,15.65,"1",0.33,"Y",2
"377",24,65453,"RENT",9,"MEDICAL","D",14221.3468917266,15.7,"1",0.31,"N",2
"378",24,89908,"RENT",1,"VENTURE","B",13861.8534447735,12.53,"0",0.27,"N",3
"379",26,78000,"RENT",0,"HOMEIMPROVEMENT","E",7729.0287625557,17.56,"1",0.31,"Y",3
"380",23,1e+05,"RENT",0,"PERSONAL","C",16594.3489820648,12.87,"0",0.24,"Y",2
"381",23,103000,"RENT",6,"PERSONAL","D",13931.8700949423,15.7,"0",0.24,"N",2
"382",25,179550.824998975,"MORTGAGE",2,"EDUCATION","A",9000,20.37861256019,"0",0.06,"N",3
"383",25,209247.42061467,"OWN",5,"VENTURE","B",15000,11.14,"0",0.09,"N",4
"384",24,64272.7497918113,"MORTGAGE",3,"VENTURE","D",20000,16,"0",0.13,"N",3
"385",23,172919.277905661,"MORTGAGE",2,"EDUCATION","D",14358.428257197,15.65,"0",0.16,"Y",2
"386",26,72095.379331286,"MORTGAGE",0,"DEBTCONSOLIDATION","C",13750,24.8790429938518,"0",0.09,"N",4
"387",21,167563.462534926,"MORTGAGE",3,"VENTURE","D",15250,15.31,"0",0.1,"Y",4
"388",25,-22015.521672628,"MORTGAGE",3,"VENTURE","C",20000,13.47,"0",0.13,"Y",2
"389",22,16800,"MORTGAGE",0,"HOMEIMPROVEMENT","C",4750,13.85,"1",0.28,"Y",2
"390",25,111996,"RENT",9,"PERSONAL","D",23916.9150629535,24.8046706632614,"0",0.22,"N",3
"391",21,16800,"MORTGAGE",0,"VENTURE","B",6000,10.39,"1",0.36,"N",4
"392",25,115200,"RENT",0,"HOMEIMPROVEMENT","B",23052.0576039541,11.36,"0",0.21,"N",2
"393",23,90946.9532338583,"RENT",0,"EDUCATION","B",30028.8607743449,11.83,"0",0.17,"N",3
"394",23,46658.7816365238,"RENT",3,"EDUCATION","B",19731.5672599112,12.53,"0",0.08,"N",3
"395",22,108000,"RENT",1,"HOMEIMPROVEMENT","D",23548.624692279,14.96,"1",0.22,"Y",3
"396",22,43000,"RENT",7,"DEBTCONSOLIDATION","C",19062.3249049478,13.85,"1",0.56,"Y",3
"397",23,47004,"RENT",1,"VENTURE","B",28117.021780525,11.58,"1",0.51,"N",4
"398",24,48000,"RENT",4,"VENTURE","D",12221.1722507053,16.29,"1",0.5,"Y",2
"399",26,48000,"RENT",4,"MEDICAL","A",21785.7624109549,19.659424818868,"1",0.5,"N",3
"400",21,44964,"RENT",2,"EDUCATION","D",18664.1730937398,16.29,"1",0.53,"Y",2
"401",24,47000,"RENT",3,"PERSONAL","F",16477.9547668304,17.8,"1",0.51,"N",2
"402",22,17400,"MORTGAGE",6,"VENTURE","B",1000,11.36,"0",0.06,"N",2
"403",22,49000,"RENT",2,"MEDICAL","E",24353.1631252061,17.56,"1",0.49,"N",4
"404",26,60000,"RENT",0,"PERSONAL","A",22956.7590638202,7.9,"1",0.4,"N",4
"405",25,60000,"RENT",3,"PERSONAL","B",20680.979181583,10.99,"1",0.4,"N",4
"406",22,60000,"RENT",0,"PERSONAL","A",28790.0675240414,7.29,"1",0.4,"N",3
"407",21,60000,"RENT",5,"MEDICAL","B",16378.0996710332,10.75,"1",0.4,"N",2
"408",26,62004,"RENT",9,"DEBTCONSOLIDATION","A",12150.5509673797,7.9,"1",0.39,"N",3
"409",22,62400,"RENT",3,"EDUCATION","D",16270.8798151856,14.84,"1",0.38,"N",2
"410",26,65000,"RENT",10,"DEBTCONSOLIDATION","A",24239.9576107107,23.5192989810751,"1",0.37,"N",2
"411",22,17760,"MORTGAGE",6,"EDUCATION","C",4975,19.3192469541159,"1",0.28,"Y",3
"412",23,59000,"RENT",5,"DEBTCONSOLIDATION","E",22665.8264881251,19.69,"1",0.41,"Y",2
"413",23,66000,"RENT",6,"VENTURE","A",12365.4413263855,23.3402980026864,"1",0.36,"N",4
"414",24,60000,"RENT",0,"VENTURE","D",9215.5991016891,14.96,"1",0.4,"N",4
"415",25,66143,"RENT",9,"EDUCATION","A",16782.378685163,6.99,"1",0.36,"N",3
"416",22,62250,"RENT",3,"PERSONAL","E",14948.5395428105,16.45,"1",0.39,"Y",4
"417",24,70000,"RENT",8,"EDUCATION","B",20902.8176601789,10.99,"1",0.34,"N",4
"418",23,74000,"RENT",7,"DEBTCONSOLIDATION","B",16362.2449633013,10.99,"1",0.32,"N",2
"419",22,18000,"OWN",3,"PERSONAL","A",3000,7.9,"1",0.17,"N",4
"420",22,75000,"RENT",6,"EDUCATION","B",14454.9800563549,12.69,"1",0.32,"N",4
"421",24,75000,"RENT",9,"MEDICAL","B",23053.0711864285,10.37,"1",0.32,"N",3
"422",24,75000,"RENT",7,"HOMEIMPROVEMENT","C",14905.7701322523,24.6457473028634,"1",0.32,"N",3
"423",26,69000,"RENT",0,"DEBTCONSOLIDATION","F",23501.0438524231,15.83,"1",0.35,"N",3
"424",23,78000,"RENT",4,"PERSONAL","C",22958.9191129048,13.92,"1",0.31,"N",3
"425",24,80000,"RENT",2,"MEDICAL","B",16561.7605358608,10.25,"0",0.3,"N",2
"426",22,18000,"OWN",1,"HOMEIMPROVEMENT","A",3500,7.49,"1",0.19,"N",4
"427",23,18000,"OWN",3,"EDUCATION","A",4000,5.99,"1",0.22,"N",2
"428",23,74700,"RENT",6,"PERSONAL","D",4876.46336215147,12.92,"1",0.32,"N",2
"429",26,88596,"RENT",3,"PERSONAL","B",20148.6730394409,11.58,"0",0.27,"N",3
"430",25,95000,"RENT",4,"EDUCATION","A",18392.104710069,8.9,"0",0.25,"N",2
"431",22,83000,"RENT",6,"DEBTCONSOLIDATION","E",23563.5496367103,19.69,"1",0.29,"N",3
"432",25,95000,"RENT",9,"VENTURE","A",4766.10175380947,6.54,"0",0.25,"N",4
"433",21,18000,"OWN",3,"HOMEIMPROVEMENT","D",4900,14.54,"1",0.27,"Y",4
"434",26,1e+05,"RENT",5,"PERSONAL","C",21235.8849829183,12.73,"0",0.24,"N",4
"435",24,110000,"RENT",7,"VENTURE","D",10052.4411565183,15.62,"0",0.22,"N",4
"436",24,18000,"OWN",0,"HOMEIMPROVEMENT","A",6250,6.54,"1",0.35,"N",4
"437",22,98000,"RENT",7,"DEBTCONSOLIDATION","F",23631.6477947527,24.769859031697,"1",0.24,"Y",2
"438",26,103872,"RENT",6,"DEBTCONSOLIDATION","G",22720.2883156752,20.03,"1",0.23,"N",4
"439",22,120000,"RENT",4,"EDUCATION","B",16494.3446226521,9.91,"0",0.2,"N",4
"440",24,120000,"RENT",1,"VENTURE","B",27406.4962651656,12.69,"0",0.2,"N",4
"441",26,108000,"RENT",9,"EDUCATION","G",19833.313099101,20.16,"1",0.22,"N",3
"442",24,124080,"RENT",4,"PERSONAL","D",15190.9693768439,16.49,"0",0.19,"Y",4
"443",23,18000,"MORTGAGE",1,"MEDICAL","D",2500,15.95,"1",0.14,"N",2
"444",24,130000,"RENT",7,"DEBTCONSOLIDATION","B",20740.2858691876,11.49,"0",0.18,"N",3
"445",25,135000,"RENT",8,"PERSONAL","B",19040.759707425,10.99,"0",0.18,"N",2
"446",24,135000,"RENT",4,"HOMEIMPROVEMENT","C",24752.851857153,13.79,"0",0.18,"N",2
"447",23,114750,"RENT",2,"MEDICAL","G",30223.3553037875,20.03,"1",0.18,"Y",3
"448",23,222519.793821724,"RENT",0,"EDUCATION","A",21768.2024978455,7.49,"0",0.16,"N",4
"449",23,138000,"RENT",7,"DEBTCONSOLIDATION","D",22049.2882285538,16,"1",0.17,"Y",2
"450",24,18000,"OWN",6,"PERSONAL","A",13000,7.88,"1",0.72,"N",3
"451",21,18000,"OWN",0,"VENTURE","B",6250,10.62,"1",0.35,"N",4
"452",26,211490.826797027,"RENT",7,"DEBTCONSOLIDATION","B",15384.8930692037,10.99,"0",0.15,"N",4
"453",26,176357.075648724,"RENT",1,"EDUCATION","F",10039.0721866862,18.3,"1",0.16,"N",2
"454",26,135121.138311084,"RENT",3,"DEBTCONSOLIDATION","C",7016.23876686116,19.4261452917782,"0",0.14,"Y",2
"455",21,18000,"OWN",1,"PERSONAL","B",2500,11.36,"0",0.14,"N",3
"456",24,43896,"RENT",8,"HOMEIMPROVEMENT","B",28325.6460688045,27.5700986392857,"1",0.55,"N",2
"457",23,120000,"RENT",4,"MEDICAL","C",23750,13.47,"0",0.2,"N",2
"458",24,54996,"RENT",2,"PERSONAL","B",23600,11.89,"1",0.43,"N",3
"459",24,18000,"MORTGAGE",0,"DEBTCONSOLIDATION","B",10000,12.18,"1",0.56,"N",2
"460",25,102000,"RENT",9,"DEBTCONSOLIDATION","C",23600,13.49,"0",0.23,"N",4
"461",23,75000,"RENT",3,"PERSONAL","E",23575,14.5,"1",0.31,"N",4
"462",22,18000,"OWN",2,"MEDICAL","C",4000,17.0601233232994,"1",0.22,"N",2
"463",22,18000,"OWN",1,"MEDICAL","D",5400,15.31,"1",0.3,"Y",2
"464",25,18000,"MORTGAGE",1,"MEDICAL","B",4000,20.4801132889659,"1",0.22,"N",3
"465",21,18000,"OWN",5,"VENTURE","B",3375,20.0890954255962,"1",0.19,"N",2
"466",22,66960,"RENT",1,"VENTURE","A",23400,7.49,"1",0.35,"N",2
"467",22,43385,"RENT",7,"PERSONAL","C",23000,19.6115511521343,"1",0.53,"N",3
"468",25,56544,"RENT",3,"EDUCATION","B",23000,23.180236578598,"1",0.41,"N",2
"469",23,60000,"RENT",2,"VENTURE","B",23000,12.18,"1",0.38,"N",4
"470",24,18000,"MORTGAGE",3,"VENTURE","C",1200,11.34,"0",0.07,"Y",4
"471",25,63208,"RENT",9,"EDUCATION","B",23000,9.91,"1",0.36,"N",3
"472",24,65000,"RENT",0,"HOMEIMPROVEMENT","B",23000,11.99,"1",0.35,"N",4
"473",23,68000,"RENT",7,"EDUCATION","B",23000,9.62,"1",0.34,"N",2
"474",22,18000,"OWN",1,"DEBTCONSOLIDATION","B",3000,9.96,"1",0.17,"N",3
"475",25,80000,"RENT",9,"VENTURE","C",23000,21.3752068660627,"0",0.29,"N",2
"476",24,88000,"RENT",1,"VENTURE","D",23000,14.54,"1",0.26,"N",2
"477",22,58600,"RENT",5,"MEDICAL","B",22750,11.36,"1",0.39,"N",4
"478",23,70000,"RENT",7,"DEBTCONSOLIDATION","C",22500,14.27,"1",0.32,"N",2
"479",24,18287,"OWN",3,"HOMEIMPROVEMENT","B",3000,11.99,"1",0.16,"N",3
"480",26,69846,"RENT",2,"EDUCATION","F",22500,18.99,"1",0.32,"Y",2
"481",24,73000,"RENT",0,"VENTURE","E",22400,16.7,"1",0.31,"Y",4
"482",24,18500,"MORTGAGE",8,"PERSONAL","A",5000,9.32,"1",0.27,"N",3
"483",23,35000,"RENT",2,"DEBTCONSOLIDATION","B",22250,12.69,"1",0.64,"N",3
"484",25,43000,"RENT",9,"HOMEIMPROVEMENT","C",22000,13.11,"1",0.51,"N",2
"485",25,52000,"RENT",4,"PERSONAL","B",22000,10.74,"1",0.42,"N",2
"486",21,18701,"MORTGAGE",0,"PERSONAL","D",4200,14.11,"1",0.22,"Y",4
"487",22,57000,"RENT",6,"EDUCATION","B",22000,9.63,"1",0.39,"N",3
"488",25,58000,"RENT",0,"MEDICAL","C",22000,14.65,"1",0.38,"N",2
"489",23,60000,"RENT",6,"DEBTCONSOLIDATION","B",22000,10.25,"1",0.37,"N",4
"490",24,60000,"RENT",3,"VENTURE","C",22000,14.26,"1",0.37,"Y",2
"491",25,18840,"MORTGAGE",5,"EDUCATION","B",3000,9.91,"1",0.16,"N",2
"492",26,56000,"RENT",7,"MEDICAL","E",22000,17.19,"1",0.39,"N",3
"493",22,70000,"RENT",3,"EDUCATION","B",22000,11.36,"1",0.31,"N",4
"494",22,66000,"RENT",1,"EDUCATION","F",22000,23.6102249546861,"1",0.33,"N",2
"495",23,74064,"RENT",3,"DEBTCONSOLIDATION","B",22000,10.59,"0",0.3,"N",3
"496",24,76597,"RENT",5,"EDUCATION","B",22000,9.25,"0",0.29,"N",2
"497",22,19000,"OWN",6,"MEDICAL","A",3625,8.49,"1",0.19,"N",3
"498",26,77000,"RENT",0,"VENTURE","A",22000,6.54,"0",0.29,"N",3
"499",21,19000,"OWN",5,"MEDICAL","A",6000,8.49,"1",0.32,"N",3
"500",24,80000,"RENT",0,"MEDICAL","A",22000,20.4752081860834,"0",0.28,"N",4
"501",26,82600,"RENT",10,"VENTURE","B",22000,12.69,"0",0.27,"N",2
"502",24,19000,"OWN",3,"MEDICAL","C",7400,13.85,"1",0.39,"N",2
"503",25,19000,"OWN",3,"DEBTCONSOLIDATION","A",4000,7.4,"1",0.21,"N",3
"504",23,84000,"RENT",3,"DEBTCONSOLIDATION","B",22000,11.71,"0",0.26,"N",4
"505",25,77650,"RENT",8,"PERSONAL","B",22000,11.48,"1",0.28,"N",3
"506",25,82000,"RENT",1,"EDUCATION","E",22000,17.51,"1",0.27,"N",2
"507",21,19012,"MORTGAGE",0,"DEBTCONSOLIDATION","D",3500,14.61,"1",0.18,"N",3
"508",23,99996,"RENT",3,"DEBTCONSOLIDATION","A",22000,7.88,"0",0.22,"N",4
"509",23,110000,"RENT",0,"PERSONAL","B",22000,13.8940925054324,"0",0.2,"N",3
"510",22,19200,"MORTGAGE",6,"PERSONAL","B",4950,11.71,"1",0.26,"N",2
"511",25,57000,"RENT",4,"PERSONAL","B",21700,11.99,"1",0.38,"N",2
"512",24,54000,"RENT",5,"VENTURE","C",21600,13.49,"1",0.4,"N",2
"513",23,56000,"RENT",8,"MEDICAL","G",21600,21.21,"1",0.39,"Y",4
"514",26,63000,"RENT",2,"DEBTCONSOLIDATION","C",21600,14.35,"1",0.34,"Y",3
"515",22,82000,"RENT",3,"PERSONAL","C",21600,13.61,"0",0.26,"Y",3
"516",22,78000,"RENT",6,"DEBTCONSOLIDATION","B",21600,11.26,"1",0.28,"N",3
"517",22,19200,"OWN",0,"VENTURE","B",2400,10.59,"0",0.13,"N",3
"518",24,112140,"RENT",8,"MEDICAL","A",21600,7.9,"0",0.19,"N",2
"519",25,19200,"OWN",4,"EDUCATION","B",3000,11.99,"1",0.16,"N",4
"520",24,59000,"RENT",5,"MEDICAL","D",21500,16.89,"1",0.36,"N",3
"521",24,70000,"RENT",5,"HOMEIMPROVEMENT","B",21500,9.99,"1",0.31,"N",3
"522",24,116000,"RENT",5,"EDUCATION","D",21500,15.33,"0",0.19,"Y",3
"523",25,60000,"RENT",5,"EDUCATION","A",21450,7.29,"1",0.36,"N",4
"524",22,31000,"RENT",5,"DEBTCONSOLIDATION","B",21250,12.42,"1",0.69,"N",3
"525",25,47052,"RENT",5,"VENTURE","B",21250,10.99,"1",0.45,"N",2
"526",25,51060,"RENT",9,"VENTURE","A",21250,6.91,"1",0.42,"N",2
"527",22,19200,"MORTGAGE",6,"DEBTCONSOLIDATION","C",5000,14.17,"1",0.26,"Y",2
"528",22,53000,"RENT",3,"MEDICAL","B",21250,10.25,"1",0.4,"N",3
"529",26,19200,"OWN",0,"EDUCATION","B",9250,17.0464073899134,"1",0.48,"N",2
"530",24,56000,"RENT",8,"VENTURE","D",21250,15.95,"1",0.38,"Y",3
"531",24,65000,"RENT",4,"EDUCATION","D",21250,15.95,"1",0.33,"Y",4
"532",21,35000,"RENT",3,"VENTURE","B",21000,12.53,"1",0.6,"N",4
"533",22,19200,"MORTGAGE",6,"HOMEIMPROVEMENT","D",1400,14.91,"1",0.07,"Y",4
"534",23,19200,"MORTGAGE",7,"MEDICAL","A",3000,26.698302632787,"1",0.16,"N",4
"535",26,40000,"RENT",3,"MEDICAL","A",21000,6.54,"1",0.53,"N",4
"536",25,19200,"OWN",2,"VENTURE","B",1000,21.231105221831,"0",0.05,"N",3
"537",26,42000,"RENT",0,"MEDICAL","F",21000,17.26,"1",0.5,"Y",4
"538",23,63000,"RENT",2,"MEDICAL","B",21000,11.36,"1",0.33,"N",2
"539",26,19200,"MORTGAGE",5,"VENTURE","A",4000,7.51,"1",0.21,"N",4
"540",22,59000,"RENT",2,"PERSONAL","B",21000,10.71,"1",0.36,"N",3
"541",22,70500,"RENT",3,"PERSONAL","C",21000,13.98,"0",0.3,"Y",4
"542",26,65219,"RENT",11,"DEBTCONSOLIDATION","D",21000,14.09,"1",0.32,"N",3
"543",22,75000,"RENT",2,"EDUCATION","B",21000,10,"0",0.28,"N",3
"544",22,19200,"MORTGAGE",3,"MEDICAL","D",5000,15.33,"1",0.26,"N",3
"545",25,62047,"RENT",9,"MEDICAL","E",21000,16.32,"1",0.29,"Y",4
